 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
263.658,316.114,36.8356,321.718,327.452,18.3716,292.547,509.481,93.1778,286.653,447.264,73.0462,322.855,448.267,34.4671,317.837,517.717,51.389,239.295,585.877,26.9606,306.087,576.854,66.6478,269.351,583.112,156.518,248.638,599.914,203.152,236.124,612.938,245.676,257.423,645.22,235.851,267.972,635.854,193.937,281.877,621.748,146.656,170.269,743.319,340.865,139.325,642.094,321.968,157.48,667.826,357.87,1.24299,617,285.688,2.04001,626.506,314.943,45.6608,626.098,312.925,46.5616,614.614,284.477
263.658,316.115,36.8353,321.719,327.452,18.3717,292.522,509.488,93.1698,286.653,447.264,73.0455,322.852,448.269,34.4666,317.84,517.728,51.3964,239.3,585.874,26.9482,306.083,576.855,66.6461,269.344,583.1,156.523,248.627,599.913,203.154,236.116,612.936,245.672,257.42,645.218,235.851,267.949,635.836,193.947,281.877,621.743,146.659,170.265,743.319,340.862,139.318,642.096,321.968,157.472,667.825,357.868,1.23635,617,285.684,2.03477,626.509,314.937,45.6544,626.098,312.917,46.5567,614.613,284.471
263.659,316.116,36.835,321.718,327.452,18.3713,292.51,509.487,93.1657,286.648,447.264,73.0451,322.852,448.269,34.4671,317.874,517.787,51.4386,239.298,585.88,26.9519,306.083,576.856,66.6451,269.335,583.095,156.522,248.62,599.907,203.151,236.108,612.933,245.671,257.415,645.214,235.849,267.942,635.832,193.943,281.872,621.738,146.66,170.261,743.317,340.858,139.303,642.08,321.953,157.466,667.823,357.861,1.22834,617,285.672,2.00493,626.511,314.92,45.6291,626.097,312.898,46.5516,614.614,284.468
263.658,316.116,36.835,321.717,327.453,18.3706,292.504,509.489,93.1646,286.649,447.266,73.0414,322.851,448.269,34.4644,317.872,517.788,51.4379,239.299,585.873,26.9434,306.081,576.857,66.6424,269.329,583.09,156.52,248.613,599.905,203.149,236.1,612.93,245.667,257.411,645.209,235.848,267.94,635.827,193.942,281.869,621.733,146.657,170.255,743.315,340.856,139.378,642.173,321.991,157.457,667.82,357.852,1.21976,617.004,285.663,2.00096,626.509,314.912,45.6176,626.103,312.891,46.547,614.614,284.462
263.658,316.116,36.8342,321.717,327.453,18.3687,292.502,509.491,93.1605,286.647,447.268,73.0413,322.85,448.274,34.4619,317.836,517.732,51.3926,239.295,585.873,26.9392,306.08,576.859,66.6372,269.312,583.088,156.515,248.605,599.904,203.144,236.095,612.93,245.664,257.408,645.209,235.847,267.935,635.825,193.934,281.869,621.734,146.658,170.25,743.315,340.853,139.268,642.08,321.908,157.449,667.816,357.849,1.2162,617.001,285.66,1.99905,626.501,314.903,45.6081,626.1,312.887,46.5401,614.613,284.456
263.66,316.12,36.8339,321.717,327.454,18.3697,292.499,509.493,93.1591,286.645,447.271,73.0384,322.847,448.272,34.4636,317.833,517.732,51.3889,239.295,585.879,26.9334,306.077,576.86,66.6357,269.303,583.085,156.504,248.595,599.901,203.138,236.09,612.931,245.66,257.405,645.207,235.845,267.933,635.822,193.933,281.892,621.688,146.68,170.248,743.315,340.849,139.258,642.076,321.899,157.426,667.796,357.824,1.21284,617.002,285.657,1.98998,626.508,314.888,45.6034,626.1,312.881,46.536,614.618,284.449
263.656,316.105,36.892,321.709,327.458,18.3626,292.496,509.493,93.1547,286.643,447.271,73.0356,322.844,448.274,34.4565,317.867,517.791,51.4264,239.284,585.885,26.9286,306.075,576.86,66.6296,269.294,583.077,156.5,248.58,599.899,203.128,236.086,612.929,245.655,257.399,645.208,235.84,267.927,635.821,193.927,281.891,621.688,146.679,170.233,743.302,340.838,139.341,642.176,321.936,157.441,667.814,357.837,1.20428,617.004,285.652,1.98308,626.508,314.895,45.5953,626.099,312.876,46.5321,614.618,284.447
263.656,316.119,36.8311,321.708,327.459,18.3608,292.495,509.496,93.1493,286.642,447.274,73.0339,322.846,448.276,34.4556,317.831,517.735,51.3845,239.283,585.884,26.9249,306.072,576.862,66.6231,269.297,583.096,156.49,248.577,599.907,203.123,236.076,612.927,245.649,257.398,645.209,235.835,267.91,635.826,193.912,281.864,621.733,146.65,170.227,743.3,340.831,139.336,642.179,321.931,157.439,667.813,357.834,1.1998,617.006,285.648,1.98402,626.509,314.882,45.5904,626.102,312.87,46.5256,614.622,284.439
263.656,316.122,36.8337,321.704,327.465,18.3578,292.493,509.499,93.143,286.639,447.28,73.0388,322.835,448.273,34.4412,317.865,517.792,51.422,239.279,585.886,26.9222,306.069,576.865,66.6207,269.293,583.101,156.483,248.574,599.908,203.117,236.064,612.94,245.641,257.393,645.211,235.831,267.905,635.828,193.907,281.854,621.734,146.635,170.225,743.299,340.829,139.24,642.081,321.88,157.436,667.812,357.83,1.19757,617.005,285.646,1.98107,626.507,314.879,45.5891,626.1,312.868,46.5231,614.622,284.436
263.654,316.118,36.8301,321.704,327.459,18.3584,292.491,509.5,93.1395,286.639,447.278,73.0281,322.817,448.278,34.419,317.827,517.737,51.3785,239.272,585.876,26.9033,306.063,576.866,66.6131,269.294,583.106,156.479,248.572,599.911,203.113,236.062,612.941,245.635,257.389,645.214,235.825,267.901,635.831,193.903,281.858,621.744,146.638,170.204,743.296,340.809,139.238,642.069,321.87,157.43,667.811,357.822,1.19311,617.006,285.643,1.97687,626.508,314.876,45.5781,626.109,312.855,46.5191,614.622,284.434
263.653,316.121,36.8296,321.708,327.46,18.3588,292.492,509.503,93.1363,286.639,447.278,73.0255,322.818,448.281,34.4179,317.825,517.738,51.3723,239.264,585.881,26.9009,306.06,576.87,66.6064,269.293,583.11,156.473,248.572,599.915,203.107,236.05,612.943,245.626,257.387,645.219,235.82,267.897,635.837,193.895,281.847,621.748,146.622,170.202,743.297,340.806,139.316,642.18,321.908,157.427,667.812,357.819,1.18955,617.008,285.642,1.97258,626.511,314.873,45.5814,626.105,312.862,46.5131,614.625,284.429
263.653,316.12,36.829,321.702,327.468,18.3527,292.489,509.505,93.1306,286.638,447.282,73.0233,322.813,448.282,34.4125,317.816,517.729,51.3633,239.259,585.874,26.8957,306.057,576.872,66.6049,269.297,583.121,156.467,248.573,599.921,203.103,236.045,612.949,245.617,257.385,645.224,235.816,267.893,635.844,193.889,281.855,621.76,146.63,170.198,743.298,340.803,139.316,642.185,321.907,157.424,667.811,357.815,1.18656,617.01,285.641,1.9667,626.512,314.869,45.5672,626.101,312.841,46.5114,614.626,284.425
263.657,316.124,36.8317,321.705,327.462,18.3551,292.489,509.505,93.1286,286.636,447.283,73.022,322.81,448.285,34.4078,317.813,517.73,51.3604,239.256,585.878,26.8898,306.05,576.873,66.5994,269.299,583.128,156.464,248.574,599.927,203.099,236.043,612.953,245.613,257.38,645.23,235.811,267.888,635.852,193.882,281.794,621.892,146.374,170.157,743.312,340.785,139.31,642.187,321.9,157.422,667.812,357.813,1.18462,617.012,285.641,1.97412,626.504,314.856,45.5668,626.115,312.85,46.5068,614.628,284.425
263.652,316.12,36.8279,321.703,327.464,18.353,292.486,509.509,93.1239,286.636,447.283,73.0203,322.808,448.285,34.4039,317.78,517.934,51.4717,239.253,585.879,26.8845,306.034,576.878,66.593,269.301,583.136,156.461,248.576,599.935,203.098,236.043,612.957,245.611,257.377,645.238,235.806,267.882,635.861,193.875,281.79,621.898,146.368,170.152,743.315,340.783,139.31,642.186,321.906,157.421,667.814,357.812,1.18188,617.016,285.641,1.96652,626.526,314.871,45.559,626.12,312.847,46.5014,614.628,284.424
263.651,316.122,36.8282,321.701,327.467,18.351,292.486,509.51,93.123,286.588,447.27,72.9528,322.805,448.285,34.4036,317.734,517.867,51.4216,239.239,585.875,26.8873,306.022,576.873,66.5779,269.314,583.147,156.458,248.578,599.942,203.096,236.043,612.961,245.61,257.376,645.244,235.802,267.879,635.869,193.87,281.793,621.911,146.377,170.151,743.316,340.783,139.22,642.086,321.856,157.418,667.815,357.809,1.17843,617.018,285.645,1.96364,626.529,314.88,45.5495,626.146,312.85,46.5018,614.633,284.423
263.651,316.12,36.8282,321.703,327.463,18.353,292.484,509.51,93.1237,286.584,447.269,72.9511,322.8,448.286,34.4009,317.728,517.872,51.4174,239.236,585.876,26.8863,306.015,576.875,66.5777,269.314,583.153,156.458,248.577,599.951,203.095,236.041,612.968,245.609,257.37,645.253,235.798,267.869,635.879,193.861,281.792,621.912,146.376,170.145,743.318,340.781,139.213,642.086,321.853,157.417,667.817,357.807,1.17745,617.02,285.649,1.96259,626.532,314.881,45.5415,626.15,312.852,46.4976,614.637,284.424
263.65,316.121,36.8298,321.702,327.463,18.3534,292.479,509.511,93.1245,286.582,447.268,72.9522,322.795,448.286,34.3994,317.725,517.865,51.4183,239.225,585.872,26.8872,306.011,576.875,66.5763,269.314,583.159,156.458,248.577,599.956,203.094,236.041,612.972,245.609,257.373,645.263,235.801,267.883,635.901,193.85,281.791,621.915,146.377,170.143,743.323,340.78,139.211,642.091,321.855,157.415,667.82,357.808,1.17461,617.022,285.65,1.96126,626.533,314.886,45.5425,626.153,312.853,46.4983,614.638,284.426
263.648,316.119,36.8275,321.702,327.463,18.3554,292.477,509.51,93.1251,286.58,447.268,72.9528,322.793,448.29,34.401,317.719,517.871,51.4167,239.221,585.874,26.8844,306.007,576.875,66.5807,269.315,583.165,156.457,248.58,599.964,203.099,236.043,612.98,245.609,257.37,645.272,235.798,267.877,635.911,193.848,281.79,621.917,146.378,170.138,743.327,340.78,139.208,642.101,321.863,157.413,667.829,357.808,1.15778,617.031,285.65,1.95737,626.537,314.885,45.5339,626.156,312.853,46.4973,614.64,284.428
263.648,316.12,36.8297,321.7,327.462,18.3575,292.472,509.511,93.1282,286.575,447.268,72.9554,322.79,448.289,34.4059,317.716,517.87,51.4174,239.215,585.873,26.8875,306.006,576.882,66.5924,269.301,583.166,156.456,248.58,599.97,203.101,236.042,612.984,245.613,257.367,645.279,235.798,267.871,635.916,193.846,281.788,621.919,146.378,170.132,743.331,340.779,139.204,642.107,321.866,157.409,667.83,357.81,1.1555,617.035,285.651,1.95513,626.535,314.883,45.5319,626.16,312.85,46.419,614.538,284.383
263.646,316.119,36.8288,321.7,327.462,18.3589,292.468,509.513,93.135,286.57,447.267,72.9583,322.785,448.287,34.4099,317.713,517.87,51.4185,239.21,585.871,26.8912,306.001,576.882,66.5949,269.29,583.175,156.45,248.58,599.976,203.104,236.041,612.99,245.617,257.363,645.287,235.798,267.844,635.91,193.85,281.785,621.92,146.378,170.126,743.334,340.778,139.198,642.109,321.868,157.406,667.834,357.81,1.15325,617.037,285.65,1.95445,626.54,314.883,45.5179,626.158,312.854,46.4893,614.644,284.421
263.641,316.115,36.8261,321.699,327.462,18.3606,292.449,509.51,93.1693,286.565,447.267,72.9606,322.782,448.287,34.4141,317.708,517.869,51.4196,239.197,585.869,26.897,305.998,576.883,66.6027,269.288,583.179,156.455,248.58,599.981,203.107,236.041,612.995,245.62,257.359,645.295,235.801,267.835,635.913,193.845,281.782,621.922,146.379,170.118,743.338,340.781,139.194,642.115,321.874,157.401,667.838,357.812,1.14311,617.042,285.647,1.94637,626.539,314.888,45.5139,626.162,312.854,46.4871,614.646,284.423
263.642,316.114,36.8247,321.699,327.462,18.365,292.444,509.507,93.174,286.562,447.266,72.9645,322.77,448.283,34.4156,317.703,517.869,51.4231,239.199,585.87,26.9009,305.99,576.879,66.6036,269.282,583.18,156.459,248.568,599.989,203.108,236.04,613,245.623,257.355,645.301,235.8,267.83,635.919,193.846,281.78,621.922,146.38,170.11,743.341,340.779,139.187,642.118,321.872,157.398,667.84,357.813,1.13966,617.045,285.645,1.94231,626.541,314.887,45.5082,626.163,312.854,46.4067,614.546,284.382
263.639,316.114,36.8253,321.696,327.465,18.365,292.439,509.506,93.1771,286.554,447.264,72.9679,322.766,448.28,34.4228,317.701,517.869,51.4252,239.17,585.865,26.9119,305.976,576.885,66.6226,269.272,583.21,156.458,248.563,599.992,203.109,236.041,613.002,245.628,257.35,645.305,235.803,267.828,635.921,193.853,281.775,621.921,146.378,170.104,743.344,340.781,139.17,642.144,321.871,157.395,667.853,357.818,1.13472,617.049,285.647,1.93891,626.544,314.885,45.5015,626.166,312.855,46.3903,614.542,284.382
263.638,316.112,36.8266,321.697,327.46,18.3672,292.434,509.507,93.1817,286.596,447.284,73.0456,322.763,448.28,34.4307,317.697,517.869,51.4267,239.17,585.866,26.9165,305.973,576.886,66.6278,269.267,583.21,156.464,248.56,599.994,203.115,236.034,613.017,245.629,257.346,645.309,235.806,267.819,635.92,193.849,281.772,621.921,146.378,170.099,743.349,340.786,139.173,642.15,321.866,157.391,667.857,357.821,1.12962,617.052,285.647,1.93211,626.547,314.884,45.4978,626.17,312.857,46.355,614.567,284.356
263.636,316.112,36.8238,321.697,327.459,18.3689,292.43,509.506,93.1868,286.547,447.263,72.9756,322.766,448.28,34.4392,317.695,517.868,51.4294,239.166,585.867,26.9217,305.971,576.884,66.6335,269.26,583.209,156.469,248.556,599.994,203.119,236.023,613.018,245.633,257.34,645.311,235.807,267.817,635.923,193.853,281.769,621.92,146.378,170.092,743.35,340.787,139.169,642.151,321.87,157.383,667.856,357.827,1.12186,617.051,285.645,1.92997,626.546,314.885,45.491,626.171,312.857,46.387,614.547,284.391
263.636,316.111,36.8265,321.696,327.459,18.3695,292.426,509.504,93.1908,286.588,447.284,73.0554,322.763,448.279,34.4419,317.686,517.871,51.4287,239.163,585.864,26.9247,305.969,576.884,66.6394,269.253,583.207,156.473,248.552,599.993,203.125,236.019,613.017,245.636,257.339,645.309,235.812,267.813,635.922,193.86,281.767,621.919,146.378,170.085,743.351,340.79,139.165,642.149,321.876,157.381,667.858,357.829,1.11892,617.052,285.645,1.92512,626.548,314.884,45.487,626.173,312.856,46.4545,614.651,284.426
263.63,316.109,36.821,321.695,327.462,18.3713,292.422,509.503,93.1939,286.586,447.284,73.0578,322.761,448.28,34.4466,317.693,517.861,51.4354,239.159,585.863,26.9329,305.966,576.883,66.6433,269.249,583.206,156.477,248.54,599.998,203.139,236.015,613.017,245.64,257.333,645.307,235.817,267.809,635.919,193.864,281.763,621.917,146.377,170.082,743.352,340.793,139.161,642.153,321.878,157.377,667.86,357.832,1.11759,617.054,285.647,1.92307,626.55,314.883,45.4856,626.175,312.856,46.4503,614.653,284.426
263.629,316.108,36.8212,321.696,327.458,18.3722,292.42,509.5,93.1989,286.587,447.282,73.0582,322.76,448.278,34.4469,317.692,517.861,51.4375,239.165,585.863,26.9339,305.966,576.883,66.6503,269.242,583.202,156.48,248.533,599.993,203.143,236.01,613.012,245.645,257.33,645.303,235.823,267.806,635.914,193.869,281.762,621.916,146.376,170.078,743.352,340.798,139.158,642.152,321.882,157.375,667.861,357.835,1.11416,617.054,285.647,1.91809,626.549,314.883,45.4836,626.171,312.862,46.3781,614.548,284.386
263.629,316.106,36.819,321.696,327.458,18.37,292.419,509.5,93.2046,286.584,447.283,73.0611,322.76,448.276,34.4515,317.684,517.864,51.4379,239.161,585.868,26.9362,305.968,576.884,66.6563,269.239,583.199,156.486,248.526,599.986,203.146,236.005,613.008,245.648,257.328,645.296,235.827,267.804,635.907,193.874,281.757,621.914,146.374,170.074,743.35,340.802,139.156,642.154,321.883,157.361,667.854,357.841,1.11319,617.053,285.647,1.91766,626.548,314.883,45.4815,626.172,312.858,46.4477,614.647,284.429
263.626,316.105,36.8192,321.696,327.458,18.3731,292.414,509.5,93.2151,286.585,447.281,73.0634,322.761,448.276,34.4557,317.691,517.86,51.4413,239.161,585.866,26.9432,305.966,576.881,66.6576,269.245,583.154,156.501,248.519,599.979,203.149,236.003,612.992,245.648,257.319,645.287,235.86,267.803,635.9,193.879,281.753,621.919,146.376,170.072,743.349,340.803,139.154,642.153,321.887,157.36,667.855,357.844,1.11233,617.051,285.645,1.91425,626.546,314.881,45.4804,626.168,312.861,46.4468,614.649,284.426
263.627,316.107,36.8193,321.697,327.458,18.373,292.413,509.5,93.2143,286.585,447.278,73.0647,322.763,448.275,34.4584,317.694,517.86,51.4426,239.165,585.866,26.9458,305.967,576.881,66.6628,269.242,583.151,156.506,248.514,599.971,203.152,235.998,612.985,245.651,257.318,645.276,235.864,267.804,635.896,193.888,281.756,621.911,146.375,170.071,743.35,340.806,139.149,642.155,321.887,157.357,667.853,357.844,1.11166,617.049,285.642,1.91247,626.546,314.88,45.4803,626.17,312.862,46.4462,614.646,284.427
263.629,316.106,36.8196,321.697,327.457,18.3728,292.415,509.498,93.2204,286.586,447.278,73.0655,322.764,448.272,34.4574,317.695,517.859,51.4463,239.17,585.871,26.9505,305.97,576.879,66.6651,269.232,583.14,156.505,248.509,599.965,203.153,235.994,612.978,245.653,257.318,645.266,235.869,267.804,635.886,193.89,281.753,621.915,146.377,170.05,743.337,340.803,139.156,642.152,321.918,157.357,667.853,357.846,1.11324,617.047,285.642,1.91337,626.548,314.878,45.4776,626.167,312.86,46.372,614.594,284.375
263.631,316.106,36.818,321.697,327.458,18.3724,292.418,509.499,93.2203,286.591,447.276,73.0651,322.767,448.273,34.4596,317.696,517.859,51.4455,239.171,585.869,26.9519,305.973,576.878,66.6665,269.231,583.138,156.509,248.501,599.956,203.149,235.991,612.973,245.654,257.312,645.255,235.865,267.805,635.879,193.897,281.753,621.912,146.376,170.05,743.333,340.803,139.148,642.15,321.885,157.356,667.85,357.845,1.11267,617.047,285.639,1.91284,626.547,314.873,45.4782,626.165,312.86,46.4502,614.649,284.431
263.636,316.109,36.8231,321.697,327.456,18.3715,292.427,509.497,93.2138,286.59,447.278,73.065,322.77,448.271,34.4628,317.764,517.726,51.4035,239.174,585.869,26.9519,305.978,576.878,66.6702,269.23,583.131,156.51,248.5,599.949,203.152,235.992,612.969,245.652,257.321,645.248,235.876,267.811,635.873,193.903,281.759,621.905,146.375,170.051,743.331,340.803,139.14,642.141,321.9,157.354,667.846,357.848,1.11056,617.046,285.638,1.91186,626.544,314.875,45.48,626.165,312.86,46.4471,614.645,284.426
263.629,316.107,36.8192,321.699,327.457,18.3721,292.434,509.497,93.2139,286.605,447.276,73.0716,322.773,448.272,34.4615,317.776,517.731,51.4262,239.183,585.869,26.9513,305.984,576.875,66.6709,269.224,583.119,156.512,248.502,599.945,203.157,235.99,612.964,245.651,257.324,645.24,235.88,267.813,635.861,193.924,281.76,621.903,146.375,170.052,743.326,340.798,139.149,642.14,321.885,157.354,667.845,357.846,1.11241,617.045,285.635,1.91206,626.542,314.873,45.4627,626.208,312.912,46.448,614.648,284.423
263.632,316.108,36.8189,321.699,327.458,18.37,292.438,509.494,93.2124,286.61,447.275,73.0712,322.775,448.271,34.457,317.781,517.731,51.4247,239.208,585.863,26.9493,305.989,576.872,66.6684,269.226,583.115,156.515,248.504,599.938,203.157,235.992,612.962,245.652,257.325,645.233,235.881,267.823,635.853,193.936,281.762,621.893,146.38,170.043,743.316,340.795,139.149,642.135,321.883,157.353,667.839,357.843,1.11371,617.044,285.634,1.91108,626.543,314.869,45.4804,626.16,312.859,46.449,614.642,284.425
263.638,316.111,36.8222,321.698,327.463,18.3672,292.443,509.493,93.2084,286.606,447.274,73.0623,322.784,448.271,34.4588,317.779,517.723,51.4015,239.217,585.867,26.9426,305.995,576.873,66.6697,269.229,583.11,156.515,248.505,599.933,203.155,235.992,612.96,245.651,257.323,645.228,235.879,267.833,635.843,193.938,281.766,621.89,146.381,170.044,743.312,340.795,139.152,642.132,321.882,157.355,667.835,357.844,1.11612,617.041,285.634,1.90579,626.536,314.871,45.481,626.157,312.859,46.4496,614.639,284.424
263.64,316.113,36.8229,321.702,327.456,18.3691,292.45,509.492,93.2093,286.61,447.272,73.0583,322.787,448.271,34.4548,317.785,517.723,51.4009,239.229,585.864,26.9401,306.002,576.871,66.6697,269.234,583.104,156.515,248.51,599.928,203.157,235.996,612.95,245.655,257.323,645.218,235.879,267.836,635.84,193.939,281.769,621.889,146.383,170.048,743.306,340.796,139.166,642.102,321.882,157.355,667.82,357.836,1.11525,617.04,285.633,1.90819,626.534,314.874,45.4655,626.202,312.911,46.3798,614.535,284.382
263.641,316.112,36.8221,321.7,327.462,18.3647,292.455,509.491,93.2057,286.615,447.274,73.0579,322.798,448.271,34.4527,317.79,517.721,51.3982,239.23,585.863,26.9424,306.018,576.864,66.654,269.238,583.101,156.512,248.513,599.927,203.154,236,612.949,245.654,257.32,645.207,235.872,267.842,635.833,193.928,281.771,621.887,146.381,170.051,743.301,340.795,139.168,642.096,321.881,157.355,667.815,357.832,1.11748,617.04,285.631,1.91131,626.533,314.874,45.4857,626.153,312.857,46.4534,614.64,284.422
