 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
263.664,316.104,36.8967,321.723,327.45,18.358,292.514,509.504,93.1237,286.656,447.271,73.0221,322.832,448.283,34.4075,317.869,517.797,51.408,239.254,585.873,26.9047,306.055,576.86,66.5772,269.355,583.151,156.459,248.691,599.927,203.064,236.151,613.005,245.644,257.429,645.273,235.787,267.953,635.902,193.844,281.829,621.911,146.389,170.25,743.315,340.79,139.357,642.186,321.932,157.488,667.84,357.832,1.23968,617.016,285.647,2.01736,626.539,314.876,45.6355,626.127,312.868,46.4744,614.536,284.378
263.664,316.105,36.897,321.722,327.456,18.353,292.513,509.504,93.1236,286.655,447.273,73.0205,322.823,448.279,34.4002,317.878,517.801,51.3771,239.248,585.872,26.9027,306.054,576.859,66.5754,269.355,583.153,156.458,248.687,599.927,203.063,236.151,613.006,245.644,257.428,645.273,235.785,267.961,635.909,193.842,281.828,621.91,146.387,170.251,743.317,340.788,139.376,642.186,321.94,157.492,667.842,357.832,1.23128,617.015,285.646,2.0199,626.538,314.878,45.6331,626.126,312.868,46.4739,614.536,284.376
263.664,316.104,36.8972,321.723,327.456,18.3515,292.513,509.505,93.1232,286.656,447.273,73.0201,322.823,448.279,34.3965,317.878,517.802,51.3771,239.25,585.874,26.9002,306.052,576.861,66.5752,269.356,583.154,156.456,248.688,599.928,203.062,236.152,613.009,245.643,257.432,645.276,235.787,267.962,635.91,193.841,281.855,621.933,146.416,170.251,743.318,340.788,139.37,642.193,321.934,157.495,667.842,357.835,1.24071,617.018,285.646,2.01907,626.54,314.876,45.6368,626.129,312.866,46.4787,614.533,284.381
263.664,316.105,36.8972,321.721,327.455,18.3525,292.514,509.506,93.1236,286.659,447.274,73.0193,322.82,448.281,34.3943,317.877,517.801,51.3759,239.245,585.865,26.8995,306.053,576.863,66.5743,269.354,583.154,156.457,248.688,599.929,203.062,236.153,613.01,245.642,257.434,645.283,235.783,267.959,635.911,193.837,281.851,621.931,146.407,170.272,743.324,340.789,139.385,642.2,321.968,157.491,667.844,357.83,1.24206,617.018,285.649,2.01824,626.539,314.878,45.6367,626.13,312.866,46.4782,614.539,284.378
263.665,316.103,36.8969,321.721,327.456,18.3523,292.513,509.505,93.1223,286.657,447.274,73.0196,322.822,448.28,34.3949,317.878,517.803,51.3758,239.243,585.865,26.8971,306.051,576.862,66.5738,269.353,583.154,156.454,248.688,599.93,203.062,236.153,613.011,245.642,257.437,645.283,235.786,267.948,635.906,193.838,281.851,621.931,146.407,170.255,743.322,340.786,139.378,642.19,321.935,157.493,667.845,357.832,1.24247,617.017,285.649,2.02034,626.541,314.877,45.6333,626.125,312.867,46.4801,614.534,284.382
263.664,316.104,36.8968,321.725,327.452,18.3544,292.514,509.504,93.1203,286.655,447.272,73.0191,322.821,448.28,34.3915,317.877,517.801,51.3757,239.241,585.87,26.9022,306.048,576.862,66.5689,269.35,583.151,156.456,248.668,599.957,203.101,236.152,613.009,245.642,257.428,645.276,235.781,267.957,635.909,193.837,281.825,621.91,146.387,170.261,743.321,340.785,139.385,642.198,321.965,157.494,667.846,357.829,1.24255,617.016,285.649,2.02088,626.539,314.879,45.6487,626.123,312.849,46.4806,614.531,284.381
263.666,316.104,36.8968,321.724,327.452,18.3546,292.514,509.504,93.1201,286.658,447.275,73.0181,322.821,448.282,34.3916,317.877,517.803,51.374,239.24,585.867,26.8983,306.049,576.862,66.5701,269.349,583.151,156.456,248.666,599.957,203.1,236.151,613.008,245.641,257.429,645.277,235.78,267.957,635.907,193.834,281.82,621.907,146.377,170.274,743.326,340.786,139.387,642.203,321.964,157.493,667.847,357.828,1.24301,617.013,285.651,2.02138,626.539,314.878,45.6413,626.129,312.869,46.4789,614.534,284.379
263.664,316.104,36.8972,321.724,327.451,18.3556,292.514,509.504,93.1206,286.658,447.273,73.0182,322.82,448.281,34.3898,317.877,517.803,51.3742,239.243,585.869,26.898,306.05,576.864,66.5726,269.348,583.151,156.455,248.664,599.957,203.101,236.15,613.009,245.64,257.429,645.276,235.78,267.958,635.907,193.837,281.826,621.911,146.387,170.275,743.328,340.786,139.373,642.196,321.931,157.498,667.847,357.833,1.24466,617.014,285.652,2.02437,626.54,314.88,45.6428,626.128,312.87,46.4844,614.531,284.384
263.665,316.104,36.8975,321.723,327.451,18.3567,292.514,509.504,93.1203,286.657,447.276,73.0176,322.82,448.281,34.3898,317.876,517.803,51.3738,239.243,585.873,26.9013,306.048,576.861,66.5683,269.345,583.15,156.454,248.649,599.954,203.097,236.151,613.01,245.641,257.429,645.276,235.779,267.957,635.905,193.836,281.824,621.908,146.386,170.274,743.328,340.787,139.374,642.197,321.93,157.496,667.852,357.827,1.24605,617.014,285.653,2.0444,626.539,314.894,45.6516,626.123,312.849,46.4814,614.531,284.383
263.664,316.104,36.8983,321.725,327.451,18.3538,292.514,509.505,93.1193,286.657,447.274,73.0195,322.818,448.282,34.3904,317.875,517.803,51.3737,239.244,585.873,26.9001,306.049,576.863,66.5706,269.344,583.149,156.456,248.669,599.922,203.055,236.15,613.01,245.641,257.43,645.275,235.781,267.958,635.904,193.835,281.825,621.909,146.388,170.274,743.33,340.787,139.373,642.199,321.928,157.497,667.85,357.829,1.2476,617.011,285.654,2.04404,626.536,314.893,45.6577,626.123,312.854,46.4845,614.531,284.384
263.664,316.103,36.8971,321.724,327.45,18.3521,292.513,509.504,93.1204,286.656,447.273,73.0176,322.821,448.282,34.3925,317.876,517.804,51.3737,239.241,585.869,26.8995,306.048,576.862,66.5692,269.341,583.148,156.455,248.65,599.951,203.095,236.15,613.008,245.64,257.435,645.268,235.773,267.95,635.9,193.84,281.82,621.903,146.376,170.264,743.33,340.784,139.375,642.198,321.929,157.499,667.849,357.829,1.24882,617.011,285.656,2.04928,626.535,314.897,45.6447,626.126,312.872,46.4849,614.532,284.384
263.665,316.104,36.8979,321.722,327.456,18.3534,292.511,509.504,93.1203,286.654,447.275,73.0184,322.819,448.28,34.3905,317.875,517.802,51.3741,239.248,585.866,26.8966,306.05,576.863,66.5713,269.339,583.144,156.453,248.648,599.949,203.097,236.15,613.006,245.639,257.438,645.267,235.778,267.947,635.897,193.84,281.82,621.902,146.376,170.275,743.331,340.785,139.389,642.201,321.967,157.499,667.85,357.829,1.251,617.009,285.656,2.05097,626.531,314.897,45.6591,626.12,312.856,46.4866,614.528,284.386
263.664,316.103,36.896,321.712,327.466,18.343,292.511,509.505,93.1208,286.656,447.273,73.0198,322.819,448.281,34.3925,317.876,517.802,51.3749,239.25,585.871,26.897,306.052,576.862,66.5711,269.34,583.144,156.455,248.648,599.948,203.095,236.152,613.008,245.641,257.431,645.272,235.782,267.952,635.896,193.841,281.819,621.902,146.375,170.274,743.329,340.785,139.39,642.204,321.965,157.505,667.854,357.833,1.25232,617.006,285.657,2.05058,626.531,314.9,45.6586,626.119,312.856,46.4938,614.528,284.39
263.664,316.104,36.8971,321.721,327.457,18.351,292.51,509.505,93.1216,286.655,447.274,73.0194,322.821,448.28,34.3931,317.877,517.801,51.3748,239.242,585.866,26.9011,306.051,576.86,66.5715,269.34,583.145,156.457,248.648,599.947,203.095,236.151,613.008,245.64,257.436,645.264,235.774,267.962,635.899,193.838,281.821,621.901,146.375,170.274,743.329,340.784,139.379,642.198,321.929,157.506,667.85,357.833,1.2519,617.006,285.658,2.05258,626.533,314.899,45.6593,626.112,312.859,46.4893,614.525,284.388
263.664,316.103,36.8969,321.722,327.454,18.3518,292.51,509.504,93.1206,286.655,447.273,73.0195,322.821,448.28,34.394,317.876,517.802,51.3754,239.246,585.878,26.902,306.053,576.86,66.5702,269.34,583.143,156.458,248.667,599.92,203.054,236.151,613.005,245.641,257.436,645.262,235.774,267.979,635.896,193.85,281.82,621.899,146.376,170.267,743.328,340.784,139.379,642.197,321.93,157.505,667.85,357.834,1.25693,617,285.667,2.05607,626.531,314.902,45.6593,626.11,312.86,46.4879,614.514,284.395
263.664,316.103,36.8957,321.723,327.452,18.3542,292.51,509.504,93.1217,286.655,447.272,73.0189,322.821,448.28,34.3927,317.877,517.801,51.3744,239.242,585.868,26.9022,306.053,576.858,66.5706,269.341,583.14,156.455,248.667,599.918,203.053,236.153,613.005,245.64,257.437,645.263,235.774,267.991,635.897,193.851,281.822,621.902,146.377,170.275,743.325,340.783,139.383,642.189,321.936,157.502,667.848,357.829,1.25971,616.996,285.668,2.05708,626.528,314.903,45.6641,626.108,312.865,46.4943,614.514,284.398
263.664,316.104,36.8974,321.724,327.45,18.3561,292.509,509.503,93.1215,286.656,447.275,73.0183,322.822,448.277,34.3915,317.878,517.8,51.3753,239.251,585.873,26.9016,306.053,576.859,66.5723,269.343,583.14,156.457,248.649,599.945,203.095,236.154,613.004,245.641,257.438,645.262,235.775,267.98,635.893,193.853,281.874,621.774,146.602,170.275,743.324,340.784,139.38,642.194,321.933,157.508,667.847,357.834,1.25733,616.995,285.67,2.05538,626.524,314.905,45.662,626.106,312.866,46.4901,614.515,284.395
263.666,316.103,36.8973,321.722,327.455,18.3521,292.511,509.502,93.1228,286.656,447.275,73.0182,322.825,448.28,34.3973,317.878,517.8,51.3756,239.25,585.864,26.899,306.055,576.858,66.571,269.345,583.142,156.457,248.652,599.944,203.097,236.153,613.001,245.639,257.44,645.261,235.775,267.982,635.894,193.852,281.881,621.773,146.612,170.276,743.322,340.785,139.386,642.189,321.938,157.502,667.845,357.831,1.25986,616.992,285.67,2.06263,626.523,314.906,45.683,626.103,312.88,46.4932,614.51,284.398
263.666,316.104,36.8982,321.725,327.45,18.3545,292.511,509.503,93.1219,286.656,447.276,73.0198,322.825,448.279,34.3938,317.878,517.8,51.3743,239.255,585.87,26.9007,306.058,576.857,66.5727,269.347,583.14,156.457,248.684,599.921,203.059,236.157,613.004,245.643,257.439,645.26,235.776,267.983,635.893,193.853,281.88,621.773,146.608,170.275,743.32,340.784,139.386,642.188,321.939,157.505,667.844,357.832,1.26152,616.992,285.673,2.05896,626.522,314.907,45.6628,626.099,312.866,46.4934,614.512,284.402
263.667,316.104,36.8982,321.726,327.451,18.3543,292.514,509.502,93.1198,286.66,447.272,73.0187,322.835,448.284,34.4039,317.881,517.799,51.376,239.26,585.871,26.895,306.06,576.857,66.5734,269.349,583.138,156.459,248.685,599.921,203.06,236.165,612.99,245.645,257.441,645.261,235.777,267.994,635.895,193.854,281.884,621.774,146.617,170.279,743.318,340.786,139.387,642.185,321.939,157.511,667.843,357.838,1.26184,616.987,285.673,2.06124,626.521,314.908,45.6648,626.097,312.871,46.4896,614.508,284.399
263.667,316.104,36.8974,321.725,327.457,18.3524,292.515,509.501,93.1229,286.662,447.27,73.0192,322.825,448.279,34.3948,317.882,517.799,51.3757,239.253,585.868,26.9009,306.06,576.857,66.5747,269.35,583.136,156.458,248.689,599.921,203.062,236.166,612.99,245.645,257.447,645.264,235.777,267.998,635.896,193.857,281.881,621.769,146.609,170.269,743.312,340.787,139.39,642.183,321.943,157.531,667.827,357.845,1.26325,616.987,285.673,2.05953,626.517,314.912,45.6842,626.097,312.88,46.4938,614.506,284.403
263.667,316.103,36.8974,321.726,327.452,18.3561,292.517,509.5,93.1217,286.665,447.273,73.0185,322.837,448.284,34.4032,317.883,517.799,51.3776,239.257,585.868,26.8989,306.063,576.855,66.576,269.353,583.136,156.46,248.69,599.921,203.063,236.168,612.986,245.646,257.441,645.257,235.778,267.997,635.895,193.858,281.885,621.772,146.62,170.269,743.309,340.788,139.394,642.18,321.946,157.533,667.825,357.845,1.2636,616.984,285.675,2.06148,626.52,314.909,45.6853,626.093,312.888,46.4998,614.508,284.408
263.667,316.104,36.898,321.724,327.455,18.3527,292.521,509.501,93.1226,286.665,447.271,73.0197,322.839,448.281,34.4031,317.885,517.799,51.3781,239.259,585.87,26.9029,306.065,576.857,66.5775,269.353,583.132,156.46,248.693,599.92,203.064,236.167,612.983,245.645,257.442,645.256,235.78,267.999,635.894,193.859,281.885,621.772,146.622,170.28,743.31,340.793,139.394,642.18,321.946,157.534,667.824,357.849,1.26602,616.985,285.675,2.06282,626.516,314.913,45.6859,626.091,312.883,46.499,614.505,284.408
263.667,316.103,36.8976,321.725,327.455,18.3511,292.522,509.499,93.1249,286.666,447.271,73.0199,322.842,448.277,34.3981,317.885,517.798,51.3764,239.266,585.87,26.9009,306.065,576.855,66.5756,269.357,583.135,156.464,248.676,599.942,203.107,236.17,612.983,245.649,257.443,645.255,235.78,268,635.894,193.86,281.886,621.771,146.621,170.272,743.304,340.791,139.394,642.175,321.95,157.539,667.822,357.854,1.26569,616.983,285.675,2.06411,626.515,314.917,45.6856,626.09,312.887,46.4949,614.507,284.403
263.667,316.104,36.8985,321.726,327.456,18.3533,292.526,509.499,93.124,286.668,447.269,73.0208,322.831,448.275,34.3942,317.887,517.799,51.3779,239.265,585.873,26.9024,306.067,576.854,66.579,269.357,583.133,156.464,248.677,599.94,203.109,236.172,612.981,245.651,257.445,645.253,235.783,267.996,635.885,193.876,281.885,621.769,146.623,170.272,743.3,340.795,139.397,642.174,321.955,157.542,667.818,357.855,1.26787,616.982,285.677,2.06419,626.514,314.92,45.6889,626.09,312.888,46.499,614.502,284.408
263.665,316.102,36.8979,321.725,327.454,18.3532,292.548,509.49,93.1343,286.669,447.268,73.0208,322.844,448.279,34.4064,317.889,517.797,51.3793,239.268,585.87,26.9021,306.069,576.852,66.5805,269.361,583.134,156.465,248.697,599.918,203.069,236.173,612.981,245.653,257.446,645.251,235.784,267.997,635.885,193.878,281.886,621.77,146.623,170.272,743.3,340.797,139.404,642.177,321.983,157.541,667.818,357.857,1.26897,616.98,285.678,2.06787,626.511,314.923,45.6893,626.089,312.89,46.502,614.502,284.411
263.669,316.104,36.8982,321.728,327.45,18.353,292.55,509.488,93.1391,286.669,447.269,73.0225,322.842,448.278,34.4071,317.888,517.796,51.3807,239.267,585.867,26.9051,306.077,576.858,66.5931,269.363,583.132,156.467,248.679,599.939,203.111,236.173,612.98,245.656,257.444,645.249,235.785,267.998,635.884,193.878,281.885,621.771,146.622,170.266,743.288,340.796,139.404,642.177,321.984,157.542,667.816,357.86,1.27045,616.979,285.679,2.06788,626.511,314.922,45.6888,626.086,312.889,46.498,614.502,284.408
263.67,316.103,36.8986,321.727,327.454,18.3539,292.552,509.488,93.1401,286.671,447.268,73.0215,322.846,448.275,34.4008,317.89,517.796,51.3807,239.279,585.874,26.9207,306.071,576.851,66.582,269.364,583.133,156.467,248.681,599.937,203.114,236.156,612.955,245.642,257.447,645.247,235.788,267.999,635.883,193.881,281.886,621.769,146.625,170.265,743.285,340.797,139.409,642.174,321.987,157.543,667.814,357.861,1.27271,616.977,285.679,2.07114,626.509,314.924,45.6919,626.083,312.891,46.5058,614.503,284.412
263.665,316.102,36.8979,321.726,327.454,18.3537,292.552,509.487,93.1395,286.673,447.267,73.0222,322.845,448.274,34.4006,317.891,517.796,51.3826,239.284,585.874,26.9206,306.079,576.857,66.5993,269.365,583.132,156.469,248.682,599.936,203.114,236.185,612.972,245.658,257.448,645.246,235.789,267.991,635.878,193.885,281.887,621.771,146.627,170.266,743.284,340.798,139.41,642.173,321.988,157.536,667.808,357.861,1.27429,616.976,285.68,2.07619,626.504,314.926,45.6908,626.082,312.891,46.4997,614.483,284.421
263.666,316.103,36.8983,321.73,327.447,18.3568,292.554,509.487,93.1454,286.673,447.266,73.0239,322.846,448.275,34.4107,317.892,517.794,51.3851,239.281,585.87,26.9256,306.082,576.858,66.6009,269.366,583.132,156.472,248.683,599.934,203.115,236.167,612.95,245.645,257.448,645.242,235.792,268.002,635.881,193.887,281.888,621.771,146.628,170.267,743.284,340.801,139.407,642.173,321.99,157.544,667.813,357.866,1.27502,616.973,285.681,2.07811,626.503,314.928,45.6948,626.082,312.891,46.4985,614.483,284.42
263.669,316.104,36.8989,321.726,327.453,18.3541,292.555,509.486,93.1476,286.674,447.266,73.0249,322.849,448.271,34.4056,317.892,517.795,51.3856,239.279,585.872,26.9298,306.082,576.856,66.6007,269.367,583.131,156.471,248.683,599.933,203.117,236.166,612.952,245.652,257.447,645.24,235.793,268.003,635.877,193.89,281.889,621.77,146.628,170.268,743.282,340.801,139.41,642.171,321.996,157.535,667.806,357.867,1.27623,616.973,285.683,2.08097,626.501,314.931,45.6966,626.079,312.895,46.5062,614.48,284.426
263.668,316.103,36.8992,321.728,327.452,18.3545,292.556,509.487,93.1497,286.672,447.266,73.027,322.863,448.269,34.4246,317.894,517.794,51.3883,239.287,585.878,26.9338,306.081,576.856,66.6032,269.367,583.13,156.476,248.684,599.932,203.119,236.17,612.946,245.648,257.449,645.239,235.795,268.004,635.876,193.892,281.888,621.769,146.628,170.267,743.281,340.803,139.41,642.169,321.998,157.536,667.804,357.869,1.27799,616.973,285.681,2.08298,626.502,314.93,45.6988,626.08,312.893,46.4996,614.482,284.42
263.671,316.104,36.8993,321.731,327.447,18.3551,292.556,509.486,93.1522,286.671,447.267,73.0287,322.859,448.271,34.4334,317.894,517.794,51.3898,239.29,585.869,26.9289,306.084,576.856,66.6078,269.368,583.13,156.477,248.683,599.931,203.119,236.168,612.946,245.649,257.45,645.236,235.799,268.007,635.876,193.896,281.89,621.769,146.63,170.267,743.281,340.803,139.411,642.173,321.994,157.537,667.807,357.867,1.27784,616.973,285.682,2.08136,626.503,314.927,45.7023,626.082,312.894,46.513,614.503,284.414
263.667,316.102,36.8985,321.729,327.451,18.3564,292.555,509.487,93.1545,286.674,447.265,73.0285,322.865,448.266,34.4248,317.894,517.793,51.3913,239.287,585.875,26.9356,306.086,576.856,66.6084,269.368,583.127,156.477,248.684,599.931,203.122,236.168,612.942,245.653,257.45,645.235,235.8,268.006,635.874,193.897,281.89,621.768,146.633,170.267,743.28,340.805,139.41,642.169,322,157.534,667.805,357.871,1.27919,616.972,285.682,2.08281,626.501,314.929,45.7006,626.081,312.894,46.5086,614.501,284.413
263.667,316.103,36.8982,321.73,327.448,18.3563,292.555,509.484,93.1546,286.673,447.264,73.03,322.865,448.267,34.4279,317.895,517.793,51.391,239.286,585.875,26.9387,306.088,576.856,66.6119,269.369,583.128,156.48,248.685,599.931,203.123,236.168,612.943,245.656,257.45,645.234,235.801,268.008,635.871,193.898,281.892,621.765,146.635,170.267,743.279,340.805,139.41,642.169,321.999,157.534,667.803,357.871,1.28008,616.973,285.682,2.08289,626.503,314.928,45.6994,626.078,312.896,46.5152,614.504,284.416
263.667,316.103,36.8981,321.728,327.452,18.3532,292.556,509.482,93.1545,286.674,447.263,73.0293,322.866,448.267,34.4266,317.885,517.789,51.4222,239.282,585.874,26.9409,306.088,576.855,66.6117,269.37,583.125,156.481,248.685,599.929,203.123,236.169,612.942,245.658,257.45,645.233,235.801,268.008,635.871,193.902,281.892,621.763,146.636,170.266,743.278,340.806,139.41,642.169,321.998,157.533,667.803,357.872,1.27996,616.972,285.683,2.08237,626.501,314.931,45.6987,626.079,312.896,46.5111,614.502,284.414
263.667,316.102,36.8977,321.73,327.445,18.3576,292.557,509.483,93.1553,286.673,447.264,73.0295,322.864,448.264,34.427,317.896,517.792,51.3916,239.295,585.872,26.936,306.084,576.854,66.612,269.394,583.111,156.494,248.684,599.929,203.124,236.167,612.943,245.656,257.45,645.233,235.803,268,635.866,193.903,281.891,621.762,146.637,170.267,743.278,340.806,139.409,642.169,321.999,157.534,667.803,357.873,1.27849,616.971,285.68,2.0829,626.503,314.928,45.7022,626.08,312.896,46.5017,614.48,284.422
263.672,316.105,36.9003,321.73,327.452,18.354,292.558,509.482,93.1558,286.674,447.262,73.0304,322.866,448.262,34.4274,317.895,517.791,51.3914,239.291,585.875,26.9378,305.994,576.87,66.5925,269.394,583.108,156.494,248.683,599.928,203.124,236.168,612.945,245.654,257.449,645.234,235.803,268.008,635.868,193.904,281.893,621.759,146.64,170.264,743.276,340.807,139.419,642.151,322.018,157.53,667.802,357.873,1.27933,616.968,285.683,2.08552,626.504,314.929,45.7018,626.079,312.898,46.5058,614.479,284.425
263.668,316.102,36.8972,321.729,327.452,18.354,292.558,509.481,93.1557,286.677,447.263,73.029,322.866,448.266,34.4308,317.897,517.792,51.3939,239.291,585.874,26.9413,306.087,576.854,66.615,269.395,583.106,156.497,248.685,599.929,203.125,236.168,612.943,245.658,257.45,645.234,235.802,268.01,635.868,193.905,281.893,621.758,146.639,170.264,743.276,340.804,139.41,642.167,322.002,157.535,667.802,357.875,1.2779,616.968,285.684,2.08168,626.501,314.931,45.6982,626.077,312.896,46.5082,614.48,284.428
263.671,316.103,36.8995,321.729,327.453,18.3554,292.56,509.481,93.1557,286.678,447.263,73.0286,322.867,448.264,34.4289,317.898,517.792,51.3929,239.292,585.871,26.9369,306.089,576.854,66.6125,269.393,583.106,156.496,248.683,599.928,203.126,236.166,612.94,245.655,257.449,645.233,235.802,268,635.864,193.905,281.893,621.755,146.638,170.262,743.275,340.805,139.408,642.167,322.001,157.535,667.804,357.872,1.27867,616.966,285.685,2.08107,626.503,314.93,45.6973,626.076,312.9,46.5031,614.464,284.429
263.671,316.102,36.899,321.729,327.452,18.3557,292.559,509.482,93.1545,286.675,447.263,73.0266,322.866,448.265,34.426,317.895,517.791,51.3908,239.292,585.867,26.9335,306.089,576.855,66.6122,269.394,583.106,156.497,248.683,599.927,203.126,236.166,612.941,245.655,257.447,645.234,235.801,267.998,635.864,193.905,281.893,621.755,146.64,170.262,743.274,340.805,139.42,642.15,322.017,157.533,667.801,357.872,1.27807,616.967,285.684,2.07958,626.503,314.933,45.693,626.072,312.9,46.5058,614.465,284.431
263.668,316.103,36.8985,321.728,327.451,18.3542,292.56,509.482,93.1543,286.677,447.263,73.0287,322.869,448.264,34.4307,317.896,517.792,51.3912,239.288,585.871,26.938,306.089,576.855,66.6134,269.392,583.101,156.496,248.684,599.927,203.126,236.168,612.939,245.657,257.448,645.235,235.803,267.999,635.864,193.903,281.893,621.753,146.639,170.261,743.273,340.804,139.419,642.151,322.018,157.531,667.799,357.875,1.28038,616.959,285.69,2.07815,626.5,314.934,45.6915,626.071,312.901,46.506,614.461,284.435
263.667,316.102,36.8975,321.728,327.452,18.3546,292.56,509.482,93.1531,286.677,447.264,73.0295,322.866,448.267,34.4241,317.897,517.792,51.3914,239.285,585.871,26.9354,306.087,576.856,66.61,269.392,583.103,156.494,248.682,599.926,203.123,236.166,612.944,245.653,257.447,645.234,235.8,267.998,635.863,193.903,281.893,621.752,146.639,170.261,743.272,340.804,139.419,642.149,322.018,157.533,667.8,357.875,1.27969,616.957,285.692,2.07638,626.498,314.933,45.6926,626.07,312.902,46.5044,614.457,284.435
263.67,316.103,36.8988,321.729,327.453,18.3528,292.56,509.484,93.1524,286.677,447.264,73.0263,322.866,448.266,34.4228,317.896,517.792,51.3891,239.286,585.869,26.9331,305.994,576.869,66.5895,269.39,583.103,156.491,248.682,599.925,203.123,236.168,612.938,245.655,257.447,645.233,235.799,267.996,635.862,193.903,281.892,621.752,146.637,170.261,743.271,340.804,139.419,642.149,322.018,157.502,667.769,357.852,1.27835,616.958,285.688,2.07434,626.498,314.93,45.6908,626.068,312.9,46.504,614.458,284.435
263.667,316.102,36.8976,321.727,327.452,18.3524,292.56,509.484,93.1493,286.675,447.263,73.0234,322.865,448.265,34.4236,317.895,517.792,51.3876,239.291,585.874,26.9302,306.086,576.857,66.6057,269.39,583.102,156.49,248.681,599.924,203.121,236.167,612.941,245.653,257.446,645.233,235.798,268.005,635.866,193.9,281.891,621.752,146.639,170.262,743.271,340.803,139.422,642.146,322.019,157.501,667.768,357.852,1.27793,616.956,285.686,2.07633,626.499,314.928,45.6915,626.066,312.895,46.5057,614.458,284.432
263.666,316.103,36.8965,321.73,327.447,18.3576,292.558,509.484,93.1451,286.675,447.265,73.024,322.864,448.267,34.4207,317.896,517.793,51.3876,239.295,585.875,26.9255,306.084,576.856,66.6027,269.388,583.103,156.49,248.68,599.924,203.121,236.166,612.938,245.652,257.447,645.232,235.798,267.996,635.862,193.899,281.889,621.752,146.632,170.263,743.268,340.802,139.419,642.147,322.018,157.503,667.769,357.851,1.27799,616.956,285.685,2.07057,626.5,314.92,45.6925,626.068,312.891,46.5062,614.457,284.433
263.666,316.101,36.8961,321.726,327.453,18.3512,292.557,509.485,93.1465,286.674,447.264,73.0217,322.864,448.267,34.4188,317.894,517.793,51.3835,239.29,585.871,26.9273,306.083,576.857,66.601,269.388,583.103,156.488,248.681,599.923,203.12,236.167,612.937,245.653,257.446,645.231,235.798,267.995,635.862,193.897,281.89,621.754,146.633,170.264,743.266,340.802,139.421,642.146,322.016,157.527,667.789,357.87,1.27737,616.956,285.683,2.07795,626.5,314.925,45.6884,626.065,312.893,46.5047,614.462,284.429
263.67,316.105,36.8983,321.726,327.453,18.3507,292.557,509.486,93.1439,286.673,447.265,73.0215,322.852,448.271,34.4023,317.895,517.793,51.3837,239.287,585.878,26.9271,306.084,576.859,66.5995,269.387,583.103,156.486,248.676,599.921,203.117,236.165,612.934,245.646,257.447,645.23,235.797,267.992,635.86,193.897,281.886,621.751,146.625,170.263,743.265,340.802,139.419,642.149,322.015,157.505,667.767,357.851,1.27721,616.956,285.685,2.07174,626.502,314.924,45.6926,626.067,312.893,46.5074,614.459,284.43
263.67,316.106,36.9002,321.73,327.448,18.3536,292.551,509.487,93.1368,286.673,447.265,73.0211,322.848,448.273,34.3988,317.893,517.793,51.382,239.289,585.875,26.9269,306.083,576.858,66.6004,269.361,583.115,156.47,248.677,599.92,203.115,236.161,612.932,245.649,257.447,645.227,235.795,267.991,635.859,193.891,281.889,621.758,146.631,170.263,743.263,340.8,139.418,642.148,322.009,157.524,667.787,357.863,1.27859,616.954,285.686,2.07776,626.499,314.926,45.6968,626.069,312.892,46.5052,614.456,284.431
263.665,316.102,36.8953,321.727,327.454,18.3506,292.551,509.485,93.1391,286.669,447.266,73.021,322.848,448.271,34.3969,317.893,517.793,51.3825,239.285,585.88,26.929,306.081,576.858,66.5975,269.361,583.119,156.469,248.676,599.92,203.112,236.162,612.932,245.642,257.446,645.226,235.796,267.982,635.857,193.897,281.889,621.76,146.63,170.262,743.262,340.798,139.415,642.148,322.007,157.523,667.785,357.863,1.28197,616.947,285.68,2.07836,626.499,314.927,45.6917,626.065,312.893,46.5041,614.454,284.431
263.668,316.105,36.8983,321.727,327.453,18.3489,292.548,509.486,93.1377,286.67,447.267,73.0203,322.848,448.27,34.4001,317.892,517.795,51.3817,239.276,585.873,26.9264,306.08,576.859,66.5987,269.36,583.119,156.466,248.675,599.921,203.112,236.16,612.933,245.641,257.445,645.224,235.794,267.992,635.858,193.893,281.889,621.76,146.632,170.26,743.262,340.797,139.418,642.148,322.008,157.523,667.784,357.859,1.28264,616.945,285.678,2.07863,626.498,314.927,45.6932,626.062,312.891,46.5038,614.452,284.43
263.67,316.103,36.8979,321.727,327.454,18.347,292.546,509.487,93.1353,286.67,447.267,73.0196,322.842,448.277,34.4032,317.891,517.795,51.3803,239.282,585.879,26.922,306.071,576.853,66.5836,269.359,583.12,156.466,248.673,599.921,203.111,236.155,612.933,245.645,257.444,645.224,235.793,267.988,635.858,193.89,281.884,621.757,146.62,170.258,743.263,340.796,139.416,642.147,322.006,157.521,667.784,357.857,1.28075,616.945,285.678,2.07491,626.491,314.92,45.6874,626.058,312.888,46.5027,614.454,284.427
